Rv	gene	len	strand	H37Rv_1B_1	H37Rv_1B_2	H37Rv_1B_3	H37Rv_2G1B_1	H37Rv_2G1B_2	H37Rv_2G1B_3	H37Rv_4G_1	H37Rv_4G_2	H37Rv_4G_3	H37Rv_HiFe_1	H37Rv_HiFe_2	H37Rv_HiFe_3	H37Rv_LoFe_1D_1	H37Rv_LoFe_1D_2	H37Rv_LoFe_1D_3	H37Rv_LoFe_1W_1	H37Rv_LoFe_1W_2	H37Rv_LoFe_1W_3	H37Rv_TOL_1	H37Rv_TOL_2	H37Rv_TOL_LpH_1	H37Rv_TOL_LpH_2	W_1	W_2	W_3	W_D516V_1	W_D516V_2	W_D516V_3	W_H526D_1	W_H526R_1	W_H526R_2	W_H526R_3	W_S531L_1	W_S531L_2	W_S531L_3
Rv2283	-	195	+	0.8	3.8	2.1	5.0	3.6	4.1	2.1	1.6	10.7	7.5	6.5	2.5	1.3	0.0	4.2	4.9	0.6	2.0	2.5	2.9	2.0	3.0	0.7	2.3	3.3	4.5	2.0	4.2	3.0	4.1	1.0	4.5	1.1	1.2	2.9
Rv2284	lipM	1296	+	112.9	135.4	107.6	96.7	95.3	90.0	59.2	70.7	72.6	117.7	117.0	96.0	40.3	46.6	42.2	27.7	33.2	35.3	111.5	133.1	63.0	55.4	121.7	123.7	122.2	135.3	135.3	120.3	103.9	72.5	115.4	79.9	103.4	98.1	98.3
Rv2285	-	1338	+	88.0	109.5	99.7	97.9	78.9	88.3	53.5	70.6	60.5	103.5	115.3	104.5	51.8	60.4	52.7	33.7	37.9	28.7	90.4	92.4	82.8	67.4	87.0	85.8	84.3	83.4	85.6	77.6	89.7	74.8	79.7	64.3	74.0	79.5	75.6
Rv2286c	-	693	-	25.8	28.8	25.6	24.2	23.5	25.3	24.2	36.1	37.4	31.8	27.1	26.3	16.6	16.3	11.0	7.6	7.3	11.3	25.0	32.4	33.9	36.9	21.1	22.7	27.2	21.0	21.4	25.7	23.6	28.8	25.2	29.5	22.0	15.8	16.2
Rv2287	yjcE	1629	+	26.8	26.5	22.9	29.8	22.7	26.6	16.7	19.8	23.1	36.5	41.3	40.9	17.6	18.2	14.5	10.9	10.8	10.2	32.7	34.6	34.4	19.4	21.1	24.8	27.7	21.3	24.0	20.7	24.1	21.8	25.6	19.2	24.9	26.4	19.1
Rv2288	-	378	+	315.8	313.3	274.0	272.3	236.8	205.2	192.6	225.9	253.2	278.4	248.6	204.2	95.2	94.7	73.5	43.0	45.3	46.4	263.4	248.9	234.9	173.9	126.8	88.2	131.3	141.2	120.2	135.6	137.2	155.0	232.9	140.8	105.6	113.3	103.8
Rv2289	cdh	783	+	318.3	300.7	327.2	355.9	315.5	272.1	223.2	273.3	264.4	392.4	372.1	247.2	124.7	136.5	95.4	48.7	50.3	49.4	390.7	364.3	342.0	231.5	204.4	153.3	205.0	212.2	169.1	178.0	179.0	232.1	290.6	194.7	149.1	122.3	154.7
Rv2290	lppO	516	+	225.3	267.7	242.2	415.0	366.5	363.6	208.1	235.4	204.4	459.1	466.0	441.3	192.4	194.3	133.5	101.0	105.7	95.7	427.2	414.1	321.4	244.8	400.0	388.1	438.0	347.6	303.3	287.4	354.8	276.9	350.7	250.2	378.8	382.9	483.0
Rv2291	sseB	855	+	262.9	295.3	222.8	278.3	295.0	311.4	226.2	211.5	191.4	331.7	306.2	352.6	148.7	150.6	147.1	104.1	107.4	104.3	248.8	244.1	266.9	209.5	276.4	306.5	299.4	267.6	289.0	264.5	299.9	140.4	201.5	148.4	326.9	380.0	387.5
Rv2292c	-	225	-	14.1	19.1	32.9	36.0	34.6	21.9	36.5	36.7	20.9	49.1	52.1	59.7	23.7	15.6	13.3	12.0	12.3	3.9	59.8	55.8	53.8	47.7	62.9	76.1	53.0	83.0	60.4	63.3	96.7	112.8	61.8	103.7	42.0	35.9	49.3
Rv2293c	-	741	-	25.7	29.8	41.6	40.2	30.2	25.3	45.4	38.4	31.4	48.5	56.3	46.9	17.3	12.0	13.2	9.1	12.2	8.2	66.0	70.1	62.0	54.8	45.2	38.5	39.1	46.0	49.4	58.5	66.5	86.4	47.3	80.9	31.9	21.3	29.0
Rv2294	-	1224	+	31.1	32.2	30.0	35.1	33.9	33.2	21.6	18.7	24.5	64.6	64.2	66.7	31.0	25.3	16.1	11.3	13.7	11.5	75.3	73.4	25.0	20.1	41.7	48.3	49.7	37.4	43.4	41.1	38.8	40.9	53.8	40.4	47.4	37.9	44.1
Rv2295	-	639	+	245.2	345.0	362.6	305.2	283.0	279.0	245.5	277.2	245.3	387.9	361.0	414.7	391.5	335.7	317.0	223.5	203.8	140.9	275.4	266.6	424.1	455.7	373.1	450.5	348.5	434.6	343.5	333.6	351.1	408.9	490.8	347.7	422.3	423.8	416.0
Rv2296	-	903	+	175.8	147.3	152.7	166.4	124.4	113.7	172.0	150.8	152.0	178.6	192.1	235.4	166.3	138.5	146.2	83.9	84.6	76.9	143.0	156.0	153.4	172.7	130.1	131.2	133.4	135.8	124.9	140.4	122.4	144.7	139.1	149.8	116.6	124.5	105.6
Rv2297	-	453	+	121.6	130.8	158.3	126.2	129.1	126.3	135.4	131.8	133.9	133.4	131.0	157.6	140.5	119.6	123.9	67.6	65.4	56.7	101.8	99.0	147.2	118.4	103.2	104.4	111.2	105.9	115.3	120.3	114.2	129.1	158.7	140.3	111.1	82.4	100.1
Rv2298	-	972	+	103.6	83.2	108.4	109.0	105.7	109.3	87.3	74.5	80.4	110.0	109.5	99.4	66.6	70.2	55.4	37.8	35.4	42.1	85.5	86.8	68.8	60.2	81.8	87.3	101.4	110.4	98.4	102.1	90.4	79.7	107.5	94.6	71.1	74.9	77.3
Rv2299c	htpG	1944	-	121.5	92.0	105.1	133.5	104.9	93.3	108.3	129.1	120.4	147.0	151.0	143.3	64.9	84.8	58.6	73.3	65.9	74.8	259.5	243.5	245.3	227.1	132.0	120.2	147.1	112.4	106.8	123.7	124.2	214.7	207.1	204.1	149.0	127.8	135.3
Rv2300c	-	933	-	37.3	48.0	44.1	42.9	31.3	27.1	52.2	60.1	41.0	43.7	43.5	35.2	28.3	37.4	27.4	31.3	29.8	31.8	72.5	64.5	80.7	95.2	41.3	38.6	40.2	33.9	36.4	37.5	44.3	58.4	29.5	40.6	41.2	40.8	46.4
Rv2301	cut2	693	+	176.6	147.8	185.8	206.7	164.8	135.3	148.2	158.2	154.4	152.1	147.2	115.8	195.0	172.9	77.6	116.7	99.3	134.3	177.8	166.9	180.1	124.1	105.4	105.1	117.6	136.1	115.2	155.4	81.0	201.3	263.7	220.0	103.2	102.0	88.4
Rv2302	-	243	+	404.6	395.9	286.3	303.8	310.5	289.4	254.1	271.1	321.1	253.5	224.0	232.3	270.4	247.6	173.3	170.5	162.9	231.9	302.2	283.9	327.7	317.8	174.6	179.6	257.6	292.9	284.4	337.5	302.0	290.7	383.3	374.1	213.0	197.6	199.9
Rv2303c	-	924	-	29.1	33.8	28.5	25.1	23.5	21.7	36.7	34.7	32.3	22.0	19.6	29.0	56.1	46.6	45.0	55.8	55.2	61.0	24.1	24.7	77.3	68.4	19.0	18.4	22.8	26.5	22.8	29.6	26.7	45.8	27.0	40.6	15.1	22.2	19.5
Rv2304c	-	210	-	60.2	48.2	43.3	32.3	28.4	36.4	51.6	51.7	56.9	31.0	34.4	49.0	33.1	66.5	47.1	70.8	99.5	90.5	24.8	31.2	103.9	97.0	24.2	32.1	28.8	39.1	27.9	25.4	36.5	50.4	36.9	48.5	19.6	44.0	32.0
Rv2305	-	1290	+	20.7	25.4	22.1	17.4	24.7	22.0	11.3	10.8	9.0	22.8	22.6	24.9	25.3	19.5	21.8	26.9	33.0	38.3	31.5	30.0	8.1	10.5	33.7	33.3	28.8	32.1	39.2	36.0	34.6	23.7	30.3	30.7	26.3	26.6	23.2
Rv2306A	-	594	+	29.4	29.5	22.8	29.7	30.2	37.8	17.4	15.4	21.1	32.6	31.2	30.9	41.4	25.5	17.1	35.4	31.5	41.1	29.3	34.2	21.7	13.1	20.7	25.6	29.4	32.2	37.0	35.5	47.3	30.2	33.2	30.6	38.6	46.4	37.3
Rv2306B	-	435	+	22.5	19.8	25.3	26.0	25.0	30.8	14.6	13.3	13.2	25.6	24.7	27.2	34.5	24.8	19.9	32.8	23.3	34.7	29.8	33.9	17.4	15.6	15.6	27.3	26.8	23.7	30.7	37.2	39.3	28.4	28.0	29.7	29.3	39.6	31.5
Rv2307c	-	846	-	37.5	23.7	19.8	47.0	31.0	33.6	48.1	36.6	39.4	52.8	45.6	59.0	20.9	26.0	29.8	29.7	33.6	31.9	36.2	50.6	32.0	60.3	34.5	35.6	42.8	26.6	36.4	35.7	61.3	39.4	36.6	35.7	39.0	51.0	39.9
Rv2307A	-	192	-	31.1	19.8	25.4	24.7	20.8	13.7	33.7	19.9	20.4	20.8	19.8	20.5	17.0	21.7	21.5	14.3	18.2	17.7	16.7	9.3	39.9	51.0	10.1	10.3	12.1	8.1	15.8	8.4	11.7	18.1	12.7	18.5	9.5	17.5	16.5
Rv2307B	-	432	-	11.6	7.7	21.2	7.2	3.8	9.1	6.1	4.0	4.3	14.0	16.3	8.1	6.2	5.0	5.8	9.1	9.4	11.7	21.1	13.3	22.5	31.0	20.3	19.2	18.2	17.4	19.9	13.8	18.8	19.1	9.2	25.8	13.7	21.8	19.5
Rv2307D	-	183	-	163.4	139.2	201.5	81.7	101.5	99.9	95.4	92.2	72.9	112.4	124.7	112.6	55.2	70.3	74.4	66.1	97.0	72.4	239.3	182.1	197.1	162.7	222.4	269.6	236.5	300.9	243.9	225.8	310.5	343.1	260.6	385.6	181.9	226.4	216.4
Rv2308	-	717	+	12.8	9.9	13.9	10.1	9.0	12.5	9.3	10.0	13.0	14.0	14.7	17.6	10.2	12.3	16.6	17.5	17.9	20.7	24.6	23.2	12.6	11.2	18.5	20.4	16.2	22.6	24.2	21.7	21.4	11.5	18.7	14.9	23.0	17.1	19.4
Rv2309c	-	456	-	75.1	80.3	75.6	82.1	56.8	44.1	51.8	86.3	58.2	101.0	110.0	52.5	22.1	47.8	54.6	43.0	41.6	35.3	148.4	157.4	96.7	85.9	152.0	166.1	177.4	124.1	124.9	160.3	161.5	218.2	146.6	155.8	92.0	83.9	151.2
Rv2309A	-	288	+	7.3	12.3	8.9	4.4	3.8	4.5	4.3	2.7	4.8	5.7	5.5	5.3	4.4	2.2	2.0	3.2	1.2	1.3	8.5	12.0	17.2	2.7	6.6	3.9	6.0	3.7	3.8	5.8	6.3	5.0	10.4	8.9	3.2	4.6	1.8
Rv2310	-	345	+	3.7	2.7	8.5	2.1	3.5	3.9	2.0	0.5	2.5	6.1	7.9	5.6	5.5	4.2	2.9	1.7	3.2	2.6	3.7	4.2	7.7	3.1	4.5	7.9	5.3	3.2	5.5	3.0	5.5	3.0	5.4	5.2	3.3	2.7	2.4
Rv2311	-	525	+	17.5	18.3	12.4	11.2	11.8	11.2	5.4	9.8	6.4	14.0	10.3	9.1	4.5	5.5	6.6	7.3	4.9	9.7	21.6	21.2	9.6	5.0	9.5	12.3	9.1	8.8	8.1	9.0	8.1	9.2	19.9	13.1	6.1	7.1	8.6
Rv2312	-	270	+	19.4	40.2	20.5	31.8	28.6	18.5	18.6	17.3	13.0	20.2	21.9	22.1	21.6	33.1	31.5	28.8	30.4	37.7	40.3	38.1	31.8	18.4	27.1	44.7	39.3	43.5	35.2	23.9	35.7	48.1	34.6	36.7	21.5	13.2	25.8
Rv2313c	-	855	-	175.0	134.8	136.2	141.4	143.7	158.1	254.7	234.8	203.6	152.5	134.0	148.5	155.8	166.0	210.8	157.6	159.0	94.0	126.6	119.0	191.9	231.0	140.5	136.8	155.2	158.5	175.6	202.9	241.1	186.4	165.2	216.0	156.1	163.6	186.8
Rv2314c	-	1374	-	155.4	132.0	127.8	123.3	156.1	159.1	168.0	166.4	150.7	169.9	167.3	197.6	117.7	113.6	150.1	111.5	119.8	105.4	131.4	143.6	124.8	114.0	134.4	133.8	153.8	169.3	171.8	161.5	220.4	159.0	148.7	173.0	164.8	173.7	167.9
Rv2315c	-	1518	-	98.9	83.3	88.2	79.8	96.2	87.6	107.9	114.2	97.2	119.5	115.9	114.7	60.8	69.4	95.6	61.7	62.5	65.1	107.4	109.9	59.7	56.5	121.3	128.3	131.4	141.8	139.8	150.4	141.6	119.3	122.0	124.1	140.8	141.5	123.3
Rv2316	uspA	873	+	11.6	12.1	12.0	7.8	9.1	3.4	7.6	9.0	5.4	11.0	10.5	11.0	6.8	5.2	3.8	5.1	5.7	6.2	17.7	15.5	7.6	1.5	7.0	6.1	7.1	6.2	11.5	9.3	10.4	11.7	16.3	7.9	9.3	12.3	5.8
Rv2317	uspB	825	+	6.4	7.8	7.5	4.7	4.9	3.2	3.9	4.0	4.3	7.8	7.2	5.4	2.7	1.0	3.0	2.2	3.1	2.0	8.5	6.5	2.7	7.6	5.3	3.3	7.1	5.2	4.9	7.6	4.2	8.5	10.3	9.6	4.3	4.3	6.2
Rv2318	uspC	1323	+	15.3	16.6	13.1	9.4	8.0	9.3	15.2	15.0	13.3	8.6	10.3	8.4	7.8	7.5	8.1	5.1	8.6	6.1	12.1	8.5	13.8	11.5	5.5	10.1	8.5	10.2	9.3	9.2	11.2	9.4	11.4	10.6	6.4	11.5	9.3
Rv2319c	-	879	-	15.5	14.1	15.4	14.6	16.4	19.2	23.3	17.4	11.9	19.8	23.3	28.0	13.2	10.3	16.6	8.1	11.2	10.2	26.5	19.7	23.0	27.0	19.6	18.3	22.8	20.7	25.9	26.8	23.0	25.5	15.3	22.8	20.6	23.1	24.3
Rv2320c	rocE	1431	-	15.7	11.9	15.4	14.8	13.3	19.3	23.8	20.3	19.0	24.2	25.1	24.0	14.8	11.9	12.8	7.1	9.0	5.8	20.3	26.3	18.5	27.0	18.0	16.7	15.0	13.9	18.3	21.0	16.5	17.1	18.4	16.0	19.6	21.2	19.1
Rv2321c	rocD2	546	-	25.2	37.2	23.1	17.8	14.8	16.3	24.2	22.4	20.5	25.3	19.6	18.7	15.6	13.3	19.4	12.8	12.7	7.9	19.8	28.0	35.6	35.0	28.1	23.1	21.7	22.0	25.9	28.1	19.8	33.3	21.7	20.1	22.6	20.4	26.0
Rv2322c	rocD1	666	-	45.9	89.6	62.5	22.3	15.9	16.5	35.0	51.1	29.5	28.4	32.4	26.1	23.2	16.5	24.9	14.9	15.4	12.8	29.8	35.4	85.6	87.5	42.7	34.6	32.7	45.2	42.7	45.5	28.4	41.4	28.8	31.2	44.4	33.9	56.7
Rv2323c	-	909	-	16.9	8.5	16.2	13.9	13.3	15.3	13.6	17.2	14.5	20.8	21.8	15.4	9.7	12.0	16.2	17.6	14.6	17.5	31.9	25.7	24.7	30.3	31.9	20.6	30.8	33.6	29.6	34.9	20.3	35.8	28.6	26.4	28.0	24.2	25.2
Rv2324	-	447	+	16.4	14.9	10.4	13.5	16.8	8.6	8.2	5.7	7.5	24.9	27.9	14.8	14.9	16.3	4.7	5.1	7.5	9.6	28.6	26.4	11.3	7.6	24.9	27.5	24.7	25.1	19.7	16.5	18.2	16.6	22.6	18.5	20.6	19.8	22.7
Rv2325c	-	849	-	266.5	179.8	232.6	315.4	364.6	380.2	321.4	284.9	250.5	311.5	290.6	378.9	307.4	311.9	398.7	265.7	277.3	236.5	213.7	230.0	229.3	209.8	214.0	209.8	255.2	260.5	294.1	269.8	262.2	196.8	152.2	186.8	264.1	295.2	259.1
Rv2326c	-	2094	-	256.3	191.6	193.5	279.9	309.1	327.6	268.2	265.8	251.4	240.2	249.6	264.4	256.7	237.2	408.7	252.4	259.4	227.2	207.2	204.4	200.2	165.6	218.2	225.8	249.0	220.2	250.5	258.0	271.5	171.4	159.6	198.3	297.3	283.4	271.2
Rv2327	-	492	+	350.3	365.9	460.8	786.3	866.8	1006.4	136.9	140.9	159.6	293.6	332.8	383.2	323.4	349.2	492.6	279.2	298.4	187.0	456.4	370.4	263.7	152.3	475.3	537.4	459.7	459.7	527.9	408.2	301.7	236.5	439.7	324.7	354.9	414.0	378.2
Rv2328	PE23	1149	+	21.5	25.9	25.0	38.7	55.7	50.9	13.1	11.6	9.6	34.7	35.1	46.5	28.9	24.3	35.2	14.9	21.2	12.8	21.1	24.9	12.2	17.9	29.8	27.5	24.5	17.0	17.8	15.9	22.6	10.9	17.9	13.1	25.6	40.6	28.4
Rv2329c	narK1	1548	-	342.5	257.5	313.5	502.8	408.4	373.5	444.1	493.2	480.5	325.7	336.4	344.3	181.5	196.1	127.0	50.4	53.1	64.3	544.8	511.2	352.5	323.2	90.3	74.3	94.0	88.2	87.4	103.2	37.3	72.7	77.1	75.9	117.4	92.1	102.8
Rv2330c	lppP	528	-	42.9	58.7	72.8	31.7	22.1	23.1	38.8	42.3	36.6	22.1	22.2	13.0	14.3	22.1	13.4	16.8	20.7	21.6	39.3	34.8	46.9	50.3	52.9	54.6	41.0	34.7	42.2	37.8	32.1	39.3	29.9	33.9	52.5	40.3	56.8
Rv2331	-	387	+	151.6	173.1	190.7	210.7	223.2	177.4	193.8	198.6	176.6	160.8	157.1	127.1	92.8	138.6	134.9	49.3	38.9	52.1	142.4	116.9	149.0	132.2	58.0	66.1	53.5	36.4	28.3	40.4	25.3	31.9	49.9	24.7	39.4	51.6	69.0
Rv2331A	-	339	+	69.9	64.9	87.0	97.4	85.4	85.7	93.8	78.8	75.2	85.7	102.2	92.9	71.2	73.7	59.8	22.0	25.3	20.7	72.4	77.2	54.7	71.3	42.7	46.7	35.9	42.9	22.4	23.0	23.2	17.7	33.7	18.9	28.8	22.6	36.5
Rv2332	mez	1647	+	28.0	27.0	31.1	35.1	30.0	35.2	28.2	30.2	29.6	35.0	38.4	31.7	28.4	27.7	27.1	14.9	15.1	15.5	34.9	36.9	31.7	19.0	12.8	18.9	16.9	11.6	8.6	9.6	9.9	10.1	14.1	9.0	13.1	13.8	19.6
Rv2333c	-	1614	-	58.7	41.6	34.1	46.3	38.2	42.6	63.8	72.0	68.3	39.6	34.5	35.3	36.8	46.7	44.5	48.6	44.8	56.7	36.3	35.8	76.2	64.9	21.4	22.2	24.3	23.6	27.7	27.7	34.0	40.5	24.3	33.4	24.0	17.2	22.6
Rv2334	cysK1	933	+	164.9	154.5	159.8	286.5	300.5	268.3	124.6	99.9	113.0	488.9	493.6	508.6	274.1	263.6	240.4	219.0	217.0	247.3	538.0	539.1	118.9	98.8	525.4	569.3	514.5	388.4	367.7	350.7	507.6	458.5	543.5	480.9	455.7	481.8	476.9
Rv2335	cysE	690	+	80.7	86.5	86.2	149.9	163.4	160.2	69.4	50.1	46.1	254.8	262.3	293.7	145.5	149.6	122.4	111.8	121.3	126.2	221.9	223.4	53.4	42.3	227.5	239.8	236.6	161.8	191.3	182.3	282.8	155.2	221.0	196.2	209.6	251.8	234.4
Rv2336	-	969	+	54.9	78.1	53.1	43.6	42.5	42.0	37.1	44.2	39.7	65.9	72.7	68.0	46.2	55.0	42.0	31.9	26.4	47.7	87.7	82.1	78.8	67.4	79.8	79.7	57.9	48.5	36.4	38.8	74.3	66.0	56.7	49.5	55.5	50.6	63.2
Rv2337c	-	1119	-	55.9	36.7	32.2	36.7	33.8	36.3	37.0	55.0	40.4	44.6	38.3	40.6	27.7	41.2	35.6	17.7	17.5	17.0	44.7	53.0	57.5	54.7	23.7	22.8	22.6	25.7	26.6	25.1	40.8	33.2	24.8	31.7	24.2	23.0	29.0
Rv2338c	moeW	957	-	85.1	76.7	72.0	63.5	60.1	51.6	68.0	68.5	86.0	87.6	75.0	51.9	59.1	72.2	66.6	31.0	22.5	30.8	123.9	122.6	80.9	68.4	61.6	46.5	66.3	64.0	60.9	61.6	77.7	107.0	63.0	88.8	64.8	52.5	61.4
Rv2339	mmpL9	2889	+	52.2	58.3	59.2	75.6	69.1	67.8	37.4	41.2	40.4	99.2	97.1	79.1	46.7	51.9	38.1	27.6	25.9	27.7	125.5	116.8	41.4	35.0	30.0	27.7	27.7	24.8	24.1	23.6	24.9	25.7	28.2	19.4	23.1	19.6	26.4
Rv2340c	PE_PGRS39	1242	-	128.1	94.0	84.5	71.0	70.2	62.3	138.1	124.4	126.6	57.7	49.7	66.4	83.8	113.7	124.0	155.3	179.6	200.8	46.7	51.4	140.0	171.3	45.0	53.7	51.1	45.1	59.6	65.7	77.1	64.2	43.2	56.0	62.2	64.9	56.0
Rv2341	lppQ	420	+	10.4	12.1	10.9	7.0	9.0	5.8	6.9	4.3	3.5	7.8	7.6	12.1	7.8	10.4	6.3	15.4	14.2	9.1	5.5	9.1	6.2	11.9	7.9	12.0	8.5	7.1	7.8	9.9	8.3	6.4	6.1	9.2	7.4	12.7	6.7
Rv2342	-	258	+	176.1	260.2	201.6	154.7	153.4	164.1	122.0	129.3	111.2	80.7	88.4	94.1	143.6	149.8	167.3	156.5	138.8	179.5	148.4	158.4	97.4	85.2	131.5	132.1	135.3	154.1	125.4	134.9	147.2	131.1	122.8	137.2	110.9	131.9	131.2
Rv2343c	dnaG	1920	-	150.0	120.2	109.7	110.4	117.5	124.8	178.4	169.6	149.4	138.1	143.0	155.0	102.8	105.7	153.2	100.0	95.7	82.5	129.4	134.7	141.4	128.4	115.6	107.0	115.0	156.7	169.5	174.2	144.0	182.3	143.2	166.4	118.7	116.3	112.0
Rv2344c	dgt	1296	-	54.5	31.3	36.4	67.0	68.8	54.7	82.6	69.6	51.9	92.5	92.9	101.6	56.5	58.6	50.3	52.1	40.3	42.0	66.0	72.5	41.2	48.3	47.3	55.1	59.3	47.0	52.4	46.2	55.4	43.4	37.7	39.9	49.2	54.3	50.1
Rv2345	-	1983	+	78.3	70.5	76.3	69.5	81.0	76.8	40.5	40.3	47.1	84.9	99.9	91.3	77.7	73.5	82.5	92.7	101.8	102.3	87.7	92.0	51.0	33.5	70.9	76.0	70.9	83.4	91.9	84.0	96.2	63.5	76.4	60.6	74.8	82.3	63.4
Rv2346c	esxO	285	-	825.5	452.4	712.4	581.7	518.1	572.6	904.1	958.3	903.0	365.8	328.3	240.5	332.7	383.1	345.7	140.2	160.9	185.8	517.6	487.4	924.8	853.4	223.2	208.1	260.6	318.3	326.2	356.3	226.2	417.8	264.3	426.6	241.5	181.4	217.8
Rv2347c	esxP	297	-	732.8	416.7	645.1	507.5	431.2	465.5	556.3	595.8	706.8	347.2	335.3	322.4	647.2	828.6	860.8	169.0	199.6	202.4	482.6	451.3	607.4	533.2	153.9	140.6	160.5	178.0	169.4	185.0	120.8	294.8	237.1	301.8	196.2	165.5	186.4
Rv2348c	-	327	-	392.0	192.6	286.1	267.2	221.6	181.3	377.5	350.7	469.9	196.3	198.3	252.3	148.8	158.6	148.7	87.1	101.0	106.1	227.6	228.2	457.4	501.5	147.8	142.9	173.8	138.5	128.6	179.9	202.4	223.1	187.7	250.1	163.2	144.9	132.0
Rv2349c	plcC	1527	-	64.8	61.5	52.5	71.7	65.5	62.8	57.7	78.4	64.8	88.8	96.5	84.8	38.2	48.9	48.9	35.7	30.9	40.9	124.5	126.0	34.3	27.4	106.0	90.3	117.4	122.5	112.2	117.0	113.5	131.1	95.7	126.7	87.5	90.0	97.6
Rv2350c	plcB	1539	-	81.1	99.6	76.0	103.1	96.6	92.0	69.9	85.5	80.0	147.0	158.9	148.4	70.7	74.2	83.2	43.0	41.7	53.9	206.2	191.0	49.6	57.4	210.7	192.3	185.4	185.1	166.4	147.0	212.8	209.1	182.0	196.8	163.4	156.1	176.5
Rv2351c	plcA	1539	-	21.0	31.8	23.1	31.5	18.5	14.9	12.0	17.3	11.7	37.0	41.6	29.6	5.7	9.1	3.9	6.4	7.1	6.8	52.5	46.4	11.8	18.1	34.8	34.3	42.4	37.3	29.5	31.5	38.8	45.0	35.4	32.9	38.4	31.2	33.6
Rv2352c	PPE38	1176	-	183.5	103.4	125.3	155.4	113.5	156.5	142.6	119.3	170.9	86.2	88.6	124.2	60.8	56.8	53.8	41.7	44.7	40.7	81.5	76.6	89.0	118.2	7.0	9.6	8.6	5.1	8.5	9.9	12.1	9.1	8.6	8.9	14.1	9.9	7.4
Rv2353c	PPE39	1065	-	1.4	0.2	3.1	3.4	1.5	2.6	1.7	2.9	1.3	2.3	2.0	0.4	0.5	2.0	0.9	2.3	2.7	3.0	1.6	2.5	1.7	7.2	279.8	214.6	224.6	256.8	249.4	238.9	231.0	330.0	298.9	344.6	212.4	170.5	231.5
Rv2354	-	327	+	6.6	5.6	5.3	4.5	4.4	3.2	4.2	3.8	3.2	9.8	4.3	7.1	2.4	2.5	2.5	5.7	5.3	2.7	11.9	13.3	5.8	4.0	15.7	16.2	12.4	14.6	13.5	13.2	18.8	14.1	18.1	13.1	12.4	8.6	11.6
Rv2355	-	939	+	10.6	13.4	9.5	9.6	9.7	5.5	6.3	8.1	6.2	9.9	9.6	8.9	9.2	7.7	5.4	6.9	9.3	8.4	10.7	9.7	10.5	10.2	14.6	19.7	16.7	16.3	19.8	18.4	17.6	14.8	20.5	17.5	19.8	17.4	20.2
Rv2356c	PPE40	1848	-	100.9	71.0	89.3	111.6	108.4	104.2	105.8	119.5	127.6	114.7	129.0	120.4	56.6	53.7	57.2	42.8	45.7	48.8	133.1	127.1	65.0	75.7	243.7	231.6	270.7	247.2	294.9	285.4	330.3	305.5	351.8	397.0	288.9	252.9	249.0
Rv2357c	glyS	1392	-	41.9	31.6	31.2	45.1	37.9	35.8	39.5	56.7	53.3	50.1	48.7	46.2	24.1	30.6	23.6	30.8	32.7	34.2	81.3	74.7	62.8	53.9	37.6	41.9	41.8	50.6	51.5	59.4	27.3	66.6	55.2	63.9	31.3	27.8	35.2
Rv2358	-	408	+	247.6	362.0	271.3	106.9	130.4	135.5	79.3	97.0	118.4	55.2	59.2	47.4	108.6	118.3	131.9	223.5	242.2	283.6	175.4	171.9	130.5	108.9	141.8	148.2	163.1	204.9	193.9	158.2	244.6	145.5	186.2	158.4	107.5	146.9	117.1
Rv2359	furB	393	+	228.6	391.5	307.3	107.6	146.8	154.0	72.1	90.4	104.8	53.4	55.2	53.5	92.9	107.3	112.4	210.5	204.4	236.5	153.2	170.6	112.9	118.1	183.0	213.1	176.9	213.0	223.6	178.2	250.6	185.4	200.7	172.5	127.1	131.5	134.2
Rv2360c	-	429	-	100.1	97.0	106.4	107.4	113.9	127.1	99.5	99.5	87.7	144.6	152.2	188.6	135.6	135.3	176.9	127.6	132.2	109.9	165.2	181.7	145.7	151.4	219.0	183.5	203.8	219.5	175.0	187.5	204.8	181.8	143.6	167.6	178.7	174.4	210.6
Rv2361c	-	891	-	111.8	125.3	115.8	123.1	142.3	133.2	134.9	158.9	123.1	149.1	166.6	143.2	142.2	149.7	188.3	143.1	128.9	134.1	180.5	206.2	181.8	191.9	265.2	238.8	212.0	257.1	232.7	204.9	192.5	226.1	167.2	200.7	190.4	211.8	240.5
Rv2362c	recO	798	-	129.7	101.1	101.0	111.7	124.3	120.1	162.9	135.8	120.4	164.7	143.3	186.4	114.2	146.4	187.6	148.5	161.5	155.8	155.0	179.2	112.3	127.1	146.0	144.9	147.8	194.3	191.6	183.9	148.0	150.2	127.0	145.9	147.2	156.0	167.0
Rv2363	amiA2	1455	+	21.4	17.1	21.4	29.7	28.6	24.6	15.8	13.5	17.6	46.7	46.8	38.9	21.6	26.9	11.4	30.5	23.2	33.2	47.4	47.0	19.3	17.2	27.1	26.9	30.7	20.3	22.4	26.7	18.6	16.3	22.6	12.7	35.6	41.5	30.0
Rv2364c	era	903	-	97.2	77.3	94.6	130.8	123.6	148.9	116.3	112.5	90.7	175.0	193.7	199.8	129.8	127.2	205.2	86.2	73.9	58.3	165.7	168.3	73.2	69.5	168.1	141.7	154.7	121.3	116.8	114.6	197.6	99.9	91.2	107.9	171.1	173.4	146.8
